,Name,Position,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total
373,R. Gravenberch,LCM,76.0,78.0,80.0,81.0,52.0,367.0
374,Y. Belhanda,SUB,73.0,72.0,74.0,74.0,75.0,368.0
375,19 Y. Touré,SUB,52.0,55.0,55.0,54.0,76.0,292.0
376,Muniain,LM,84.0,78.0,91.0,77.0,66.0,396.0
377,Rubén Peña,SUB,77.0,82.0,78.0,76.0,63.0,376.0
378,M. van Ginkel,RDM,56.0,64.0,68.0,72.0,69.0,329.0
379,E. Lamela,SUB,74.0,67.0,77.0,61.0,90.0,369.0
380,J. Obi,SUB,86.0,79.0,87.0,72.0,77.0,401.0
381,M. Dahoud,SUB,78.0,63.0,87.0,90.0,74.0,392.0
382,L. Rodríguez,CF,71.0,65.0,78.0,71.0,73.0,358.0
383,Iago Aspas,RS,78.0,86.0,90.0,69.0,63.0,386.0
384,A. Dzagoev,SUB,74.0,71.0,73.0,68.0,69.0,355.0
385,L. Romero,RDM,80.0,69.0,75.0,82.0,83.0,389.0
386,Antunes,LB,70.0,72.0,71.0,73.0,74.0,360.0
387,A. Westwood,RCM,63.0,53.0,74.0,86.0,81.0,357.0
388,19 D. Kombarov,SUB,75.0,80.0,76.0,85.0,77.0,393.0
389,A. Christiansen,CAM,76.0,74.0,85.0,86.0,78.0,399.0
390,Sergi Roberto,SUB,73.0,79.0,69.0,92.0,67.0,380.0
391,E. Višća,RM,88.0,87.0,89.0,84.0,52.0,400.0
392,A. Král,SUB,76.0,75.0,76.0,88.0,76.0,391.0
393,J. Svensson,RB,76.0,82.0,73.0,92.0,82.0,405.0
394,E. Vecchio,CAM,78.0,79.0,85.0,75.0,56.0,373.0
395,Pedro Porro,RWB,76.0,83.0,78.0,83.0,74.0,394.0
396,S. Agüero,ST,75.0,68.0,82.0,62.0,65.0,352.0
397,18 Joãozinho,SUB,89.0,90.0,93.0,73.0,65.0,410.0
398,Welington Dano,LB,78.0,80.0,83.0,89.0,69.0,399.0
399,N. Lodeiro,LF,76.0,72.0,82.0,88.0,69.0,387.0
400,Azpilicueta,RCB,69.0,63.0,67.0,77.0,87.0,363.0
401,21 S. Luna,SUB,84.0,76.0,79.0,88.0,73.0,400.0
402,19 B. Natcho,SUB,57.0,66.0,76.0,66.0,71.0,336.0
403,Y. Atal,RB,89.0,91.0,81.0,71.0,78.0,410.0
404,M. Lemina,LCM,69.0,73.0,70.0,79.0,75.0,366.0
405,Clinton Mata,RB,79.0,85.0,87.0,93.0,78.0,422.0
406,Ricardo Esgaio,SUB,75.0,74.0,77.0,88.0,68.0,382.0
407,D. Criscito,LB,73.0,73.0,69.0,69.0,78.0,362.0
408,12 G. Zambrotta,RES,74.0,68.0,72.0,60.0,80.0,354.0
409,Rafael,SUB,78.0,75.0,80.0,78.0,85.0,396.0
410,21 Ibai Gómez,SUB,75.0,74.0,75.0,66.0,63.0,353.0
411,16 L. Osman,SUB,54.0,68.0,79.0,69.0,69.0,339.0
412,A. Sánchez,SUB,80.0,76.0,84.0,68.0,64.0,372.0
413,R. Freuler,LCM,68.0,69.0,69.0,87.0,72.0,365.0
414,C. Mayada,RB,93.0,91.0,81.0,93.0,69.0,427.0
415,A. Marušić,SUB,82.0,88.0,64.0,82.0,74.0,390.0
416,L. Miranda,RCM,83.0,75.0,85.0,92.0,69.0,404.0
417,C. Immobile,ST,84.0,87.0,75.0,78.0,77.0,401.0
418,Pedraza,LB,78.0,78.0,77.0,83.0,72.0,388.0
419,21 M. Nérez,LB,78.0,80.0,83.0,89.0,69.0,399.0
420,Fransérgio,SUB,55.0,63.0,66.0,87.0,81.0,352.0
421,João Félix,SUB,81.0,83.0,86.0,75.0,68.0,393.0
422,13 P. Scholes,SUB,53.0,53.0,68.0,34.0,87.0,295.0
423,J. Roussillon,LB,87.0,88.0,77.0,75.0,72.0,399.0
424,N. Keïta,SUB,77.0,65.0,88.0,73.0,78.0,381.0
425,R. Lukaku,ST,81.0,87.0,60.0,71.0,71.0,370.0
426,C. McGregor,CDM,81.0,79.0,79.0,92.0,80.0,411.0
427,E. Buendía,SUB,75.0,72.0,80.0,68.0,83.0,378.0
428,P. Capelle,SUB,64.0,70.0,74.0,77.0,71.0,356.0
429,19 C. Sánchez,SUB,87.0,89.0,81.0,92.0,77.0,426.0
430,A. Romero,LM,82.0,80.0,84.0,85.0,82.0,413.0
432,K. Kampl,LDM,79.0,62.0,90.0,86.0,66.0,383.0
433,Ismaily,LB,84.0,80.0,72.0,86.0,63.0,385.0
434,21 V. Ayala,RDM,63.0,73.0,75.0,80.0,76.0,367.0
435,Joan Jordán,RCM,59.0,66.0,67.0,81.0,80.0,353.0
436,Gabriel Jesus,SUB,87.0,82.0,91.0,79.0,73.0,412.0
437,21 J. Sildero,RM,88.0,75.0,83.0,80.0,62.0,388.0
438,Pablo Fornals,LM,70.0,66.0,76.0,81.0,70.0,363.0
439,André Silva,ST,77.0,71.0,77.0,79.0,75.0,379.0
440,Y. Zhirkov,LM,72.0,73.0,75.0,66.0,74.0,360.0
441,R. Falk,RCM,84.0,77.0,91.0,90.0,72.0,414.0
442,S. Serdar,RF,69.0,69.0,69.0,80.0,85.0,372.0
443,Isco,SUB,70.0,62.0,81.0,59.0,58.0,330.0
444,P. Foden,SUB,86.0,82.0,90.0,79.0,64.0,401.0
445,Rafael Carioca,RDM,69.0,71.0,70.0,90.0,74.0,374.0
446,A. Gómez,LCM,91.0,83.0,93.0,75.0,56.0,398.0
447,21 L. Piszczek,RB,67.0,72.0,66.0,68.0,75.0,348.0
448,X. Schlager,SUB,74.0,64.0,78.0,85.0,85.0,386.0
449,20 L. Baines,SUB,60.0,53.0,63.0,55.0,74.0,305.0
450,M. Hinteregger,LCB,65.0,74.0,63.0,76.0,81.0,359.0
451,M. Sissoko,RDM,65.0,81.0,64.0,85.0,85.0,380.0
452,B. Chilwell,SUB,77.0,75.0,70.0,88.0,73.0,383.0
453,21 S. Khedira,LDM,41.0,49.0,53.0,65.0,82.0,290.0
454,21 Taison,RES,93.0,91.0,90.0,78.0,56.0,408.0
455,J. Sambia,RB,72.0,78.0,78.0,77.0,63.0,368.0
456,M. Pašalić,SUB,63.0,65.0,72.0,78.0,76.0,354.0
457,A. Zambo Anguissa,RCM,76.0,78.0,77.0,79.0,84.0,394.0
458,C. Ansaldi,LM,77.0,77.0,76.0,76.0,78.0,384.0
459,M. Rybus,LB,78.0,76.0,76.0,76.0,74.0,380.0
460,L. Montes,CAM,61.0,63.0,86.0,81.0,68.0,359.0
461,João Mário,SUB,71.0,68.0,80.0,80.0,60.0,359.0
462,A. González,LCM,76.0,73.0,75.0,75.0,63.0,362.0
463,O. Yokuşlu,SUB,62.0,69.0,61.0,87.0,81.0,360.0
464,A. Kramarić,CAM,76.0,67.0,84.0,76.0,73.0,376.0
465,Bruno Guimarães,LDM,66.0,68.0,71.0,84.0,74.0,363.0
466,H. Hateboer,RES,80.0,87.0,68.0,86.0,79.0,400.0
467,F. Midtsjø,RCM,75.0,76.0,74.0,90.0,77.0,392.0
468,A. Cresswell,LB,72.0,67.0,73.0,74.0,73.0,359.0
469,N. Zaniolo,RM,82.0,84.0,78.0,74.0,80.0,398.0
470,19 D. Glushakov,SUB,70.0,69.0,70.0,80.0,73.0,362.0
471,J. Iličić,SUB,76.0,74.0,83.0,65.0,58.0,356.0
472,J. dos Santos,LDM,70.0,67.0,74.0,78.0,72.0,361.0
473,Ayoze Pérez,RM,79.0,76.0,81.0,79.0,74.0,389.0
474,16 Mikel Arteta,SUB,46.0,44.0,62.0,65.0,75.0,292.0
475,De Marcos,SUB,81.0,82.0,75.0,87.0,77.0,402.0
476,A. Candreva,RM,75.0,69.0,79.0,81.0,66.0,370.0
477,Petros,RES,69.0,67.0,69.0,93.0,90.0,388.0
478,Oyarzabal,LW,83.0,81.0,83.0,82.0,52.0,381.0
479,R. Borré,SUB,83.0,79.0,84.0,85.0,87.0,418.0
480,15 M. Jansen,LM,75.0,80.0,60.0,78.0,78.0,371.0
481,A. Haidara,SUB,74.0,67.0,78.0,81.0,69.0,369.0
482,S. Zuber,LW,74.0,75.0,72.0,77.0,72.0,370.0
483,A. Delort,RS,81.0,87.0,73.0,83.0,80.0,404.0
484,D. Ings,RS,82.0,76.0,77.0,74.0,67.0,376.0
485,G. Sigurðsson,RES,55.0,53.0,66.0,77.0,57.0,308.0
486,E. Hazard,SUB,86.0,82.0,87.0,77.0,54.0,386.0
487,21 W. Rooney,SUB,53.0,52.0,61.0,59.0,81.0,306.0
488,S. Amallah,LW,69.0,68.0,71.0,76.0,80.0,364.0
489,J. Vertonghen,LCB,74.0,78.0,56.0,72.0,80.0,360.0
490,R. Christie,SUB,78.0,81.0,82.0,74.0,79.0,394.0
491,20 Rômulo,CAM,83.0,73.0,82.0,88.0,70.0,396.0
492,M. Layún,SUB,77.0,78.0,66.0,84.0,69.0,374.0
493,16 L. González,SUB,63.0,67.0,65.0,54.0,73.0,322.0
494,E. Pulgar,SUB,63.0,63.0,74.0,79.0,80.0,359.0
495,L. Ferguson,RCM,72.0,73.0,79.0,91.0,84.0,399.0
496,M. Ritchie,LWB,68.0,62.0,67.0,75.0,82.0,354.0
497,21 P. Hetemaj,RCM,74.0,73.0,78.0,88.0,83.0,396.0
498,21 O. Onazi,SUB,80.0,78.0,90.0,81.0,67.0,396.0
499,D. Sidibé,RCB,71.0,76.0,70.0,86.0,76.0,379.0
500,M. Guendouzi,RM,73.0,75.0,74.0,80.0,82.0,384.0
501,D. Baselli,SUB,69.0,68.0,81.0,54.0,65.0,337.0
502,A. Thomasson,CAM,69.0,68.0,74.0,78.0,67.0,356.0
503,Miguel Veloso,LCM,45.0,47.0,66.0,71.0,71.0,300.0
504,M. Benítez,SUB,76.0,71.0,75.0,76.0,82.0,380.0
505,F. Chiesa,LM,91.0,91.0,87.0,85.0,69.0,423.0
506,Rodrigo,SUB,87.0,86.0,79.0,75.0,68.0,395.0
507,C. Pavón,SUB,92.0,89.0,91.0,89.0,56.0,417.0
508,F. Ghoulam,RES,66.0,75.0,70.0,74.0,74.0,359.0
509,B. Sarr,SUB,77.0,70.0,74.0,88.0,75.0,384.0
510,19 Juanfran,RB,74.0,83.0,74.0,80.0,78.0,389.0
511,F. Acheampong,LS,93.0,94.0,93.0,91.0,66.0,437.0
512,D. Lezcano,RES,79.0,80.0,80.0,79.0,83.0,401.0
513,E. Zahavi,ST,76.0,78.0,80.0,77.0,58.0,369.0
514,R. Steffen,LM,84.0,74.0,90.0,76.0,67.0,391.0
515,21 M. Baldona,RCM,69.0,68.0,78.0,89.0,81.0,385.0
516,S. Vrsaljko,SUB,77.0,81.0,66.0,85.0,75.0,384.0
517,K. Fortounis,RES,74.0,76.0,79.0,76.0,65.0,370.0
518,R. Zobnin,RDM,74.0,78.0,70.0,90.0,69.0,381.0
519,Escudero,SUB,66.0,72.0,70.0,72.0,75.0,355.0
520,Manu Trigueros,RCM,57.0,55.0,70.0,74.0,69.0,325.0
521,21 Fábio Coentrão,LB,75.0,71.0,75.0,71.0,78.0,370.0
522,17 Xabi Alonso,SUB,32.0,33.0,53.0,62.0,77.0,257.0
523,20 J. Mathieu,LCB,65.0,70.0,51.0,78.0,76.0,340.0
524,21 A. Trebel,LDM,70.0,65.0,74.0,67.0,79.0,355.0
525,A. Plea,ST,77.0,66.0,80.0,77.0,67.0,367.0
526,Aleix Vidal,RB,83.0,82.0,76.0,76.0,80.0,397.0
527,P. Aubameyang,ST,87.0,91.0,77.0,79.0,43.0,377.0
528,19 Bruno César,SUB,60.0,61.0,65.0,53.0,76.0,315.0
529,Vieirinha,RB,67.0,66.0,75.0,58.0,72.0,338.0
530,Mario Gaspar,RB,71.0,76.0,67.0,76.0,80.0,370.0
531,J. Lerma,RCM,70.0,72.0,74.0,81.0,88.0,385.0
532,D. Blanco,LDM,89.0,78.0,92.0,76.0,72.0,407.0
533,A. Lacazette,SUB,77.0,73.0,81.0,66.0,73.0,370.0
534,D. Sinkgraven,SUB,79.0,75.0,83.0,74.0,75.0,386.0
535,J. Buffarini,RB,84.0,87.0,85.0,91.0,87.0,434.0
536,J. Kurtić,LCM,61.0,59.0,62.0,70.0,77.0,329.0
537,Wagner Laranjo,RDM,69.0,66.0,63.0,82.0,70.0,350.0
538,17 J. Barton,RCM,55.0,55.0,68.0,87.0,92.0,357.0
539,N. Vlašić,SUB,82.0,83.0,78.0,80.0,68.0,391.0
540,P. Lees-Melou,RCM,67.0,67.0,72.0,85.0,69.0,360.0
541,J. Sánchez Miño,LM,71.0,72.0,73.0,76.0,73.0,365.0
542,Fernando,CDM,65.0,67.0,70.0,82.0,85.0,369.0
543,E. Alioski,LB,79.0,77.0,78.0,92.0,83.0,409.0
544,F. Thauvin,RM,82.0,76.0,85.0,79.0,56.0,378.0
545,R. Faivre,CAM,81.0,71.0,80.0,71.0,53.0,356.0
546,M. Ozdoev,RDM,73.0,77.0,80.0,78.0,77.0,385.0
547,B. Saka,LM,86.0,82.0,83.0,77.0,66.0,394.0
548,V. Lazaro,SUB,82.0,74.0,80.0,68.0,65.0,369.0
549,20 E. Lavezzi,SUB,81.0,80.0,84.0,68.0,70.0,383.0
550,Y. M'Vila,CM,64.0,65.0,71.0,82.0,83.0,365.0
551,R. Ripart,SUB,70.0,77.0,68.0,91.0,74.0,380.0
552,F. Maouassa,SUB,85.0,84.0,76.0,78.0,74.0,397.0
553,D. Zappacosta,RM,75.0,76.0,71.0,79.0,75.0,376.0
554,O. Dorley,LB,85.0,85.0,89.0,87.0,74.0,420.0
555,20 G. Kanga,RCM,80.0,71.0,91.0,83.0,63.0,388.0
556,M. Hummels,LCB,47.0,64.0,61.0,66.0,71.0,309.0
557,I. Kahveci,RES,75.0,79.0,75.0,84.0,65.0,378.0
558,Marlos,RM,77.0,80.0,85.0,70.0,58.0,370.0
559,21 David Luiz,RCB,57.0,60.0,66.0,67.0,84.0,334.0
560,Bartra,RCB,71.0,74.0,70.0,69.0,77.0,361.0
561,16 J. Riise,LM,53.0,63.0,62.0,67.0,79.0,324.0
562,David Silva,CAM,70.0,57.0,84.0,66.0,56.0,333.0
563,M. Moreno,LCM,91.0,87.0,93.0,82.0,64.0,417.0
564,11 P. Vieira,SUB,58.0,61.0,66.0,68.0,86.0,339.0
565,L. Kalvach,CDM,72.0,72.0,74.0,80.0,75.0,373.0
566,17 D. Kuyt,SUB,63.0,68.0,65.0,83.0,75.0,354.0
567,P. Hrošovský,RCM,72.0,67.0,76.0,81.0,68.0,364.0
568,S. Rudy,SUB,65.0,66.0,74.0,77.0,57.0,339.0
569,S. Fofana,LCM,74.0,77.0,74.0,80.0,76.0,381.0
570,G. Hamer,RCM,71.0,67.0,77.0,82.0,87.0,384.0
571,S. Sturaro,SUB,68.0,68.0,70.0,70.0,86.0,362.0
572,Everton Andrão,LDM,68.0,66.0,76.0,89.0,81.0,380.0
573,R. Ortiz,LCM,72.0,78.0,84.0,86.0,87.0,407.0
574,X. Shaqiri,RM,77.0,73.0,83.0,65.0,61.0,359.0
575,S. Amrabat,SUB,69.0,69.0,64.0,78.0,75.0,355.0
576,Z. Ibrahimović,SUB,64.0,66.0,71.0,52.0,84.0,337.0
577,S. Bastien,RCM,78.0,73.0,74.0,88.0,68.0,381.0
578,R. Bensebaini,LB,67.0,77.0,60.0,79.0,83.0,366.0
579,D. Nagbe,LDM,77.0,78.0,86.0,82.0,59.0,382.0
580,Rochina,SUB,71.0,70.0,74.0,67.0,65.0,347.0
581,Reguilón,LB,84.0,87.0,75.0,77.0,76.0,399.0
582,F. Navarro,RES,85.0,86.0,78.0,83.0,61.0,393.0
583,N. Amrabat,RW,75.0,77.0,82.0,75.0,73.0,382.0
584,F. Mollet,RM,75.0,72.0,81.0,76.0,69.0,373.0
585,Emerson,RB,82.0,85.0,74.0,82.0,80.0,403.0
586,S. Sensi,SUB,71.0,64.0,81.0,65.0,71.0,352.0
587,Iñaki Williams,LS,93.0,94.0,78.0,83.0,75.0,423.0
588,K. Havertz,LW,77.0,86.0,78.0,77.0,42.0,360.0
589,N. Chadli,SUB,71.0,76.0,71.0,68.0,67.0,353.0
590,A. Fulgini,CAM,72.0,75.0,74.0,80.0,67.0,368.0
591,M. Bero,RCM,69.0,75.0,69.0,88.0,77.0,378.0
592,J. Amavi,SUB,76.0,76.0,71.0,76.0,74.0,373.0
593,Elias Fontoira,CDM,68.0,69.0,67.0,73.0,65.0,342.0
594,Rúben Ribeiro,LCM,72.0,68.0,78.0,67.0,73.0,358.0
595,J. Toornstra,RCM,46.0,58.0,64.0,91.0,69.0,328.0
596,M. Vecino,SUB,65.0,65.0,69.0,77.0,72.0,348.0
597,Dani Olmo,CAM,77.0,58.0,86.0,80.0,51.0,352.0
598,21 Danilo,SUB,67.0,68.0,68.0,78.0,77.0,358.0
599,A. Castro-Montes,RM,75.0,73.0,76.0,85.0,70.0,379.0
600,V. Verre,SUB,71.0,70.0,72.0,72.0,66.0,351.0
601,21 Carlos Eduardo,SUB,66.0,73.0,72.0,72.0,66.0,349.0
602,R. Krunić,SUB,68.0,66.0,73.0,72.0,64.0,343.0
603,L. Kurzawa,RES,77.0,71.0,72.0,72.0,75.0,367.0
604,21 E. Riquero,LCM,80.0,81.0,72.0,91.0,75.0,399.0
605,21 S. Taïder,RES,69.0,67.0,69.0,83.0,76.0,364.0
606,R. Mahrez,RW,84.0,79.0,92.0,75.0,48.0,378.0
607,16 Fábio Santos,SUB,80.0,78.0,71.0,75.0,79.0,383.0
608,Emilio Piodão,LCM,73.0,70.0,74.0,81.0,81.0,379.0
609,J. Bořil,SUB,74.0,72.0,74.0,87.0,90.0,397.0
610,Y. Herrera,SUB,66.0,65.0,63.0,76.0,79.0,349.0
611,D. Zakaria,SUB,79.0,86.0,67.0,81.0,85.0,398.0
612,Y. Fofana,RCM,71.0,71.0,72.0,84.0,77.0,375.0
613,F. Bustos,RB,86.0,82.0,81.0,88.0,84.0,421.0
614,V. Berisha,SUB,79.0,65.0,82.0,85.0,81.0,392.0
615,19 M. Diamé,SUB,67.0,68.0,67.0,79.0,82.0,363.0
616,J. Ito,RW,91.0,88.0,82.0,89.0,64.0,414.0
617,Palhinha,CDM,57.0,62.0,60.0,87.0,89.0,355.0
618,J. Dueñas,SUB,74.0,72.0,67.0,80.0,82.0,375.0
619,K. Lala,SUB,78.0,78.0,67.0,82.0,74.0,379.0
620,K. Acosta,LCM,76.0,76.0,74.0,90.0,78.0,394.0
621,A. Bouchalakis,LCM,55.0,59.0,66.0,82.0,73.0,335.0
622,Rosberto Dourado,CDM,75.0,78.0,72.0,91.0,75.0,391.0
623,D. D'Ambrosio,SUB,74.0,67.0,72.0,80.0,79.0,372.0
624,S. Berghuis,CAM,83.0,78.0,85.0,77.0,70.0,393.0
625,19 Y. Brahimi,LM,87.0,75.0,92.0,85.0,46.0,385.0
626,D. Kuzyaev,RM,78.0,81.0,80.0,76.0,70.0,385.0
627,Gao Late,CAM,82.0,83.0,74.0,76.0,62.0,377.0
628,M. Díaz,LDM,65.0,53.0,75.0,77.0,80.0,350.0
629,G. Laborde,RS,75.0,79.0,71.0,88.0,72.0,385.0
630,K. Malong,SUB,82.0,84.0,66.0,75.0,84.0,391.0
631,M. Lopez,LDM,73.0,69.0,90.0,79.0,75.0,386.0
632,S. Coleman,RB,66.0,66.0,73.0,71.0,80.0,356.0
633,21 R. Rojas,SUB,76.0,65.0,81.0,87.0,73.0,382.0
634,M. Lazzari,RB,93.0,92.0,89.0,86.0,66.0,426.0
635,Marco Asensio,SUB,83.0,81.0,80.0,76.0,45.0,365.0
636,R. Sánchez,RCM,74.0,78.0,73.0,80.0,73.0,378.0
637,D. Türüç,LM,75.0,74.0,77.0,80.0,67.0,373.0
638,J. Brownhill,LCM,72.0,67.0,69.0,89.0,74.0,371.0
639,Júnior Caiçara,RES,83.0,77.0,76.0,85.0,73.0,394.0
640,Toño García,LB,78.0,78.0,79.0,75.0,59.0,369.0
641,O. Pineda,SUB,84.0,87.0,91.0,85.0,67.0,414.0
642,João Pedro,LS,74.0,71.0,72.0,75.0,69.0,361.0
643,P. Olayinka,SUB,84.0,84.0,80.0,88.0,74.0,410.0
644,Y. Yotún,LCM,67.0,62.0,84.0,83.0,81.0,377.0
645,Manuel Fernandes,SUB,65.0,64.0,74.0,62.0,61.0,326.0
646,Illarramendi,SUB,58.0,38.0,69.0,69.0,75.0,309.0
647,A. Taarabt,SUB,69.0,67.0,80.0,78.0,87.0,381.0
648,Unai Vencedor,RCM,71.0,61.0,75.0,80.0,68.0,355.0
649,J. Seri,LDM,75.0,55.0,86.0,74.0,68.0,358.0
650,O. Şahiner,RB,80.0,81.0,81.0,82.0,74.0,398.0
651,N. Maksimović,LDM,53.0,58.0,60.0,84.0,78.0,333.0
652,L. Rodríguez,RB,86.0,82.0,76.0,91.0,69.0,404.0
653,L. Blas,CAM,79.0,70.0,80.0,75.0,55.0,359.0
654,D. Berardi,RM,81.0,77.0,90.0,70.0,85.0,403.0
655,Álex Moreno,LB,87.0,89.0,85.0,91.0,63.0,415.0
656,A. Barák,RF,68.0,64.0,68.0,84.0,58.0,342.0
657,21 Guilherme,RDM,71.0,68.0,74.0,79.0,81.0,373.0
658,18 E. Polański,SUB,61.0,51.0,61.0,74.0,88.0,335.0
659,21 N. Bentaleb,RES,64.0,64.0,75.0,66.0,75.0,344.0
660,17 E. Cambiasso,LCM,55.0,55.0,63.0,60.0,75.0,308.0
661,19 I. Smolnikov,SUB,82.0,87.0,80.0,93.0,65.0,407.0
662,20 M. Jensen,RCM,75.0,72.0,72.0,90.0,83.0,392.0
663,21 M. Mandžukić,SUB,57.0,67.0,65.0,67.0,85.0,341.0
664,21 M. Zaracho,RCM,92.0,87.0,93.0,79.0,60.0,411.0
665,Lucas Leiva,CDM,57.0,55.0,71.0,66.0,82.0,331.0
666,B. Dejaegere,LCM,79.0,70.0,89.0,87.0,76.0,401.0
667,J. Fuenzalida,RW,88.0,86.0,84.0,82.0,59.0,399.0
668,16 Zé Roberto,LB,68.0,62.0,71.0,58.0,68.0,327.0
669,D. Machís,RM,90.0,86.0,92.0,71.0,72.0,411.0
670,L. Milivojević,SUB,51.0,50.0,62.0,73.0,85.0,321.0
671,L. Dubois,RB,70.0,74.0,67.0,80.0,70.0,361.0
672,J. Guðmundsson,RM,69.0,65.0,68.0,65.0,66.0,333.0
673,20 N. Cardozo,LAM,80.0,74.0,83.0,83.0,65.0,385.0
674,Roque Mesa,RCM,67.0,65.0,75.0,76.0,82.0,365.0
675,J. Bryan,SUB,79.0,77.0,79.0,83.0,69.0,387.0
676,M. Frýdek,SUB,76.0,75.0,76.0,87.0,87.0,401.0
677,20 D. Basta,RES,70.0,69.0,68.0,74.0,72.0,353.0
678,M. Debuchy,RB,66.0,64.0,70.0,68.0,76.0,344.0
679,F. Fajr,LCM,64.0,55.0,73.0,80.0,69.0,341.0
680,S. Uçan,CDM,69.0,58.0,76.0,68.0,72.0,343.0
681,A. Ioniță,LDM,62.0,60.0,63.0,74.0,80.0,339.0
682,Danilo Pereira,SUB,60.0,67.0,54.0,85.0,80.0,346.0
683,Álex Fernández,LCM,64.0,52.0,80.0,78.0,64.0,338.0
684,P. Groß,RCM,55.0,45.0,66.0,79.0,69.0,314.0
685,Enzo Chissano,LB,76.0,82.0,74.0,75.0,68.0,375.0
686,B. Acosta,SUB,79.0,88.0,79.0,86.0,86.0,418.0
687,M. Kudus,SUB,89.0,87.0,90.0,80.0,69.0,415.0
688,21 Giuliano,SUB,80.0,75.0,82.0,79.0,69.0,385.0
689,A. Parmak,SUB,76.0,75.0,80.0,78.0,63.0,372.0
690,Adrien Silva,LCM,53.0,53.0,66.0,69.0,79.0,320.0
691,L. Insigne,LW,90.0,84.0,89.0,74.0,34.0,371.0
692,L. De Silvestri,RB,70.0,75.0,65.0,74.0,71.0,355.0
693,S. Larsson,RCM,51.0,51.0,63.0,83.0,80.0,328.0
694,M. Wolf,SUB,77.0,89.0,68.0,82.0,75.0,391.0
695,A. Fukumori,SUB,64.0,66.0,63.0,83.0,70.0,346.0
696,Mário Rui,LB,84.0,77.0,88.0,81.0,73.0,403.0
697,Dani Rodríguez,LM,79.0,89.0,66.0,78.0,60.0,372.0
698,21 C. Fuchs,SUB,43.0,52.0,60.0,54.0,74.0,283.0
699,J. Sosa,SUB,53.0,71.0,66.0,62.0,66.0,318.0
700,Pablo Sarabia,SUB,73.0,72.0,78.0,71.0,49.0,343.0
701,Bruno Peres,RB,80.0,87.0,79.0,80.0,65.0,391.0
702,E. Skhiri,CDM,61.0,55.0,74.0,91.0,69.0,350.0
703,Pedri,LCM,81.0,76.0,88.0,86.0,59.0,390.0
704,21 Douglas Costa,SUB,91.0,85.0,91.0,66.0,55.0,388.0
705,D. Pröpper,SUB,60.0,49.0,69.0,72.0,77.0,327.0
706,21 P. Hernández,SUB,67.0,65.0,71.0,67.0,79.0,349.0
707,R. Marin,RCM,69.0,66.0,73.0,75.0,71.0,354.0
708,N. Mazraoui,RB,81.0,83.0,86.0,82.0,69.0,401.0
709,J. Hendrick,SUB,65.0,63.0,66.0,74.0,75.0,343.0
710,Pedro Santos,LM,77.0,76.0,78.0,77.0,66.0,374.0
711,19 Hernanes,RDM,64.0,59.0,72.0,71.0,54.0,320.0
712,M. Caktaš,CAM,67.0,69.0,75.0,85.0,75.0,371.0
713,J. Grealish,LW,81.0,79.0,85.0,80.0,60.0,385.0
714,17 F. Lampard,RCM,55.0,34.0,52.0,55.0,72.0,268.0
715,T. Leibold,LB,87.0,75.0,85.0,81.0,76.0,404.0
716,Thiago Silva,CB,52.0,54.0,67.0,68.0,76.0,317.0
717,20 I. Popov,CAM,80.0,73.0,75.0,73.0,73.0,374.0
718,Castro,SUB,68.0,66.0,76.0,76.0,81.0,367.0
719,E. Capoue,CDM,50.0,47.0,33.0,77.0,72.0,279.0
720,D. Liénard,LCM,52.0,55.0,67.0,72.0,70.0,316.0
721,21 N. Moro,CDM,72.0,71.0,69.0,83.0,70.0,365.0
722,21 L. Gil,LCM,69.0,67.0,72.0,77.0,79.0,364.0
723,F. Neuhaus,LDM,72.0,57.0,80.0,81.0,60.0,350.0
724,F. Fabra,LB,83.0,89.0,85.0,87.0,74.0,418.0
725,J. Hofmann,RM,75.0,75.0,77.0,86.0,47.0,360.0
726,M. Diemers,SUB,73.0,68.0,74.0,76.0,60.0,351.0
727,B. Barišić,LB,75.0,77.0,70.0,84.0,71.0,377.0
728,Kenedy,RES,81.0,80.0,81.0,71.0,51.0,364.0
729,D. Kreilach,RDM,48.0,40.0,63.0,91.0,74.0,316.0
730,19 Douglas Santos,LB,78.0,81.0,79.0,79.0,66.0,383.0
731,S. Umtiti,SUB,64.0,65.0,58.0,64.0,80.0,331.0
732,Igor Coronado,CAM,83.0,78.0,89.0,84.0,53.0,387.0
733,G. Montiel,SUB,87.0,85.0,82.0,93.0,87.0,434.0
734,A. Maher,LCM,69.0,67.0,77.0,76.0,62.0,351.0
735,I. Sangaré,LDM,69.0,63.0,64.0,82.0,76.0,354.0
736,21 E. Badu,RES,83.0,67.0,88.0,65.0,72.0,375.0
737,Pozuelo,CAM,69.0,61.0,77.0,82.0,59.0,348.0
738,A. Cicâldău,LCM,66.0,68.0,81.0,90.0,74.0,379.0
739,M. Rits,SUB,68.0,67.0,69.0,90.0,76.0,370.0
740,21 M. Isla,RB,80.0,75.0,84.0,80.0,76.0,395.0
741,H. Traoré,RB,84.0,86.0,74.0,90.0,75.0,409.0
742,E. Palacios,SUB,74.0,39.0,78.0,83.0,78.0,352.0
743,Y. Gerhardt,SUB,66.0,63.0,68.0,78.0,75.0,350.0
744,J. Schlupp,SUB,84.0,84.0,78.0,78.0,70.0,394.0
