,Name,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total,Acceleration Proportion,SprintSpeed Proportion,Agility Proportion,Stamina Proportion,Aggression Proportion
178,Manu Trigueros,68.0,65.0,76.0,77.0,71.0,357.0,0.19047619047619047,0.18207282913165265,0.21288515406162464,0.21568627450980393,0.19887955182072828
179,S. Gnabry,92.0,90.0,87.0,68.0,63.0,400.0,0.23,0.225,0.2175,0.17,0.1575
180,J. Pickford,53.0,44.0,55.0,45.0,30.0,227.0,0.23348017621145375,0.19383259911894274,0.2422907488986784,0.19823788546255505,0.13215859030837004
181,S. Savić,55.0,61.0,61.0,58.0,83.0,318.0,0.17295597484276728,0.1918238993710692,0.1918238993710692,0.18238993710691823,0.2610062893081761
182,J. Stones,67.0,71.0,61.0,79.0,79.0,357.0,0.1876750700280112,0.19887955182072828,0.17086834733893558,0.22128851540616246,0.22128851540616246
183,Suso,83.0,77.0,86.0,77.0,23.0,346.0,0.2398843930635838,0.22254335260115607,0.24855491329479767,0.22254335260115607,0.06647398843930635
184,J. Draxler,78.0,77.0,80.0,69.0,48.0,352.0,0.2215909090909091,0.21875,0.22727272727272727,0.19602272727272727,0.13636363636363635
185,Felipe Anderson,93.0,89.0,89.0,72.0,67.0,410.0,0.22682926829268293,0.21707317073170732,0.21707317073170732,0.17560975609756097,0.16341463414634147
186,Lucas Moura,94.0,90.0,94.0,75.0,72.0,425.0,0.2211764705882353,0.21176470588235294,0.2211764705882353,0.17647058823529413,0.16941176470588235
187,Danilo Pereira,63.0,68.0,58.0,83.0,85.0,357.0,0.17647058823529413,0.19047619047619047,0.16246498599439776,0.23249299719887956,0.23809523809523808
188,Nacho Fernández,70.0,79.0,60.0,78.0,78.0,365.0,0.1917808219178082,0.21643835616438356,0.1643835616438356,0.2136986301369863,0.2136986301369863
189,T. Horn,45.0,51.0,50.0,31.0,41.0,218.0,0.20642201834862386,0.23394495412844038,0.22935779816513763,0.14220183486238533,0.18807339449541285
190,Allan,81.0,74.0,82.0,95.0,87.0,419.0,0.19331742243436753,0.1766109785202864,0.1957040572792363,0.22673031026252982,0.20763723150357996
191,F. Acerbi,65.0,55.0,33.0,81.0,73.0,307.0,0.21172638436482086,0.1791530944625407,0.10749185667752444,0.26384364820846906,0.23778501628664495
192,Sergi Roberto,78.0,79.0,69.0,85.0,68.0,379.0,0.20580474934036938,0.20844327176781002,0.1820580474934037,0.22427440633245382,0.17941952506596306
193,Rodrigo,88.0,91.0,84.0,78.0,60.0,401.0,0.2194513715710723,0.22693266832917705,0.20947630922693267,0.19451371571072318,0.14962593516209477
194,Pizzi,82.0,73.0,77.0,86.0,68.0,386.0,0.21243523316062177,0.18911917098445596,0.19948186528497408,0.22279792746113988,0.17616580310880828
195,K. Kampl,84.0,71.0,91.0,88.0,64.0,398.0,0.21105527638190955,0.17839195979899497,0.228643216080402,0.22110552763819097,0.16080402010050251
196,Neto,53.0,49.0,59.0,39.0,40.0,240.0,0.22083333333333333,0.20416666666666666,0.24583333333333332,0.1625,0.16666666666666666
197,O. Baumann,47.0,51.0,45.0,39.0,32.0,214.0,0.21962616822429906,0.2383177570093458,0.2102803738317757,0.1822429906542056,0.14953271028037382
198,I. Gueye,76.0,72.0,80.0,89.0,84.0,401.0,0.18952618453865336,0.17955112219451372,0.19950124688279303,0.22194513715710723,0.20947630922693267
199,H. Mkhitaryan,84.0,78.0,87.0,83.0,69.0,401.0,0.20947630922693267,0.19451371571072318,0.2169576059850374,0.20698254364089774,0.17206982543640897
200,Marcos Alonso,69.0,76.0,64.0,90.0,75.0,374.0,0.18449197860962566,0.20320855614973263,0.1711229946524064,0.24064171122994651,0.20053475935828877
201,D. Subašić,51.0,54.0,42.0,32.0,31.0,210.0,0.24285714285714285,0.2571428571428571,0.2,0.1523809523809524,0.14761904761904762
202,K. Glik,50.0,52.0,34.0,67.0,86.0,289.0,0.17301038062283736,0.17993079584775087,0.11764705882352941,0.23183391003460208,0.2975778546712803
203,K. Strootman,65.0,66.0,65.0,79.0,86.0,361.0,0.18005540166204986,0.18282548476454294,0.18005540166204986,0.2188365650969529,0.23822714681440443
204,B. Dost,49.0,54.0,32.0,82.0,70.0,287.0,0.17073170731707318,0.18815331010452963,0.11149825783972125,0.2857142857142857,0.24390243902439024
205,Oscar,75.0,72.0,86.0,76.0,43.0,352.0,0.21306818181818182,0.20454545454545456,0.24431818181818182,0.2159090909090909,0.12215909090909091
206,M. Balotelli,76.0,82.0,71.0,66.0,70.0,365.0,0.20821917808219179,0.22465753424657534,0.19452054794520549,0.18082191780821918,0.1917808219178082
207,Luiz Gustavo,65.0,64.0,65.0,85.0,88.0,367.0,0.1771117166212534,0.17438692098092642,0.1771117166212534,0.23160762942779292,0.23978201634877383
208,Giuliano,85.0,79.0,85.0,82.0,71.0,402.0,0.21144278606965175,0.19651741293532338,0.21144278606965175,0.20398009950248755,0.17661691542288557
209,David Luiz,59.0,62.0,69.0,66.0,85.0,341.0,0.17302052785923755,0.18181818181818182,0.20234604105571846,0.1935483870967742,0.24926686217008798
210,R. Fährmann,38.0,47.0,39.0,32.0,36.0,192.0,0.19791666666666666,0.24479166666666666,0.203125,0.16666666666666666,0.1875
211,Juan Mata,69.0,62.0,84.0,71.0,50.0,336.0,0.20535714285714285,0.18452380952380953,0.25,0.2113095238095238,0.1488095238095238
212,Adán,56.0,54.0,55.0,32.0,41.0,238.0,0.23529411764705882,0.226890756302521,0.23109243697478993,0.13445378151260504,0.1722689075630252
213,Rui Patrício,53.0,57.0,61.0,45.0,39.0,255.0,0.20784313725490197,0.2235294117647059,0.23921568627450981,0.17647058823529413,0.15294117647058825
214,Y. Sommer,48.0,54.0,55.0,45.0,38.0,240.0,0.2,0.225,0.22916666666666666,0.1875,0.15833333333333333
215,Javi Martínez,49.0,53.0,53.0,74.0,90.0,319.0,0.1536050156739812,0.16614420062695925,0.16614420062695925,0.23197492163009403,0.28213166144200624
216,L. Bender,66.0,67.0,65.0,86.0,79.0,363.0,0.18181818181818182,0.18457300275482094,0.1790633608815427,0.2369146005509642,0.21763085399449036
217,Lucas Leiva,67.0,67.0,78.0,80.0,80.0,372.0,0.18010752688172044,0.18010752688172044,0.20967741935483872,0.21505376344086022,0.21505376344086022
218,S. Mandanda,53.0,43.0,52.0,31.0,37.0,216.0,0.24537037037037038,0.19907407407407407,0.24074074074074073,0.14351851851851852,0.1712962962962963
219,Cesc Fàbregas,56.0,54.0,62.0,56.0,45.0,273.0,0.20512820512820512,0.1978021978021978,0.2271062271062271,0.20512820512820512,0.16483516483516483
220,M. Dembélé,72.0,72.0,79.0,70.0,79.0,372.0,0.1935483870967742,0.1935483870967742,0.21236559139784947,0.1881720430107527,0.21236559139784947
221,F. Ribéry,78.0,78.0,84.0,58.0,51.0,349.0,0.22349570200573066,0.22349570200573066,0.24068767908309455,0.166189111747851,0.14613180515759314
222,R. Jarstein,40.0,46.0,35.0,31.0,34.0,186.0,0.21505376344086022,0.24731182795698925,0.1881720430107527,0.16666666666666666,0.1827956989247312
223,D. De Rossi,63.0,67.0,64.0,74.0,84.0,352.0,0.17897727272727273,0.1903409090909091,0.18181818181818182,0.21022727272727273,0.23863636363636365
224,Pepe Reina,50.0,63.0,50.0,34.0,32.0,229.0,0.2183406113537118,0.27510917030567683,0.2183406113537118,0.14847161572052403,0.13973799126637554
225,J. Pavlenka,35.0,37.0,39.0,20.0,22.0,153.0,0.22875816993464052,0.24183006535947713,0.2549019607843137,0.13071895424836602,0.1437908496732026
226,M. de Ligt,62.0,72.0,56.0,74.0,79.0,343.0,0.18075801749271136,0.2099125364431487,0.16326530612244897,0.21574344023323616,0.2303206997084548
227,Rodri,70.0,66.0,69.0,86.0,63.0,354.0,0.1977401129943503,0.1864406779661017,0.19491525423728814,0.24293785310734464,0.17796610169491525
228,Arthur,68.0,70.0,79.0,78.0,73.0,368.0,0.18478260869565216,0.19021739130434784,0.21467391304347827,0.21195652173913043,0.1983695652173913
229,G. Donnarumma,46.0,54.0,64.0,34.0,30.0,228.0,0.20175438596491227,0.23684210526315788,0.2807017543859649,0.14912280701754385,0.13157894736842105
230,Rosberto Dourado,80.0,81.0,72.0,93.0,75.0,401.0,0.19950124688279303,0.20199501246882792,0.17955112219451372,0.23192019950124687,0.18703241895261846
231,Juiano Mestres,68.0,74.0,61.0,76.0,86.0,365.0,0.1863013698630137,0.20273972602739726,0.16712328767123288,0.20821917808219179,0.2356164383561644
232,Raphaelito Anjos,41.0,42.0,34.0,29.0,34.0,180.0,0.22777777777777777,0.23333333333333334,0.18888888888888888,0.16111111111111112,0.18888888888888888
233,Gelson Martins,95.0,94.0,94.0,87.0,60.0,430.0,0.22093023255813954,0.2186046511627907,0.2186046511627907,0.20232558139534884,0.13953488372093023
234,Gonçalo Guedes,89.0,90.0,85.0,81.0,67.0,412.0,0.21601941747572814,0.21844660194174756,0.20631067961165048,0.1966019417475728,0.16262135922330098
235,L. Torreira,81.0,74.0,83.0,85.0,85.0,408.0,0.19852941176470587,0.18137254901960784,0.2034313725490196,0.20833333333333334,0.20833333333333334
236,Malcom,87.0,82.0,92.0,74.0,53.0,388.0,0.22422680412371135,0.211340206185567,0.23711340206185566,0.19072164948453607,0.13659793814432988
237,Pau López,45.0,52.0,40.0,42.0,39.0,218.0,0.20642201834862386,0.23853211009174313,0.1834862385321101,0.1926605504587156,0.17889908256880735
238,L. Hernández,80.0,84.0,70.0,82.0,86.0,402.0,0.19900497512437812,0.208955223880597,0.17412935323383086,0.20398009950248755,0.21393034825870647
239,C. Lenglet,72.0,73.0,62.0,73.0,80.0,360.0,0.2,0.20277777777777778,0.17222222222222222,0.20277777777777778,0.2222222222222222
240,A. Kramarić,78.0,72.0,82.0,76.0,73.0,381.0,0.2047244094488189,0.1889763779527559,0.2152230971128609,0.1994750656167979,0.19160104986876642
241,A. Robertson,81.0,86.0,78.0,89.0,78.0,412.0,0.1966019417475728,0.2087378640776699,0.18932038834951456,0.21601941747572814,0.18932038834951456
242,Dani García,53.0,35.0,67.0,88.0,88.0,331.0,0.16012084592145015,0.10574018126888217,0.20241691842900303,0.26586102719033233,0.26586102719033233
243,F. Bernardeschi,83.0,83.0,85.0,80.0,52.0,383.0,0.21671018276762402,0.21671018276762402,0.22193211488250653,0.20887728459530025,0.13577023498694518
244,J. Brandt,78.0,84.0,82.0,73.0,42.0,359.0,0.21727019498607242,0.233983286908078,0.22841225626740946,0.20334261838440112,0.116991643454039
245,D. Rugani,56.0,67.0,59.0,67.0,72.0,321.0,0.17445482866043613,0.2087227414330218,0.1838006230529595,0.2087227414330218,0.22429906542056074
246,Samu Castillejo,85.0,86.0,83.0,55.0,48.0,357.0,0.23809523809523808,0.24089635854341737,0.23249299719887956,0.15406162464985995,0.13445378151260504
247,João Cancelo,91.0,91.0,78.0,89.0,73.0,422.0,0.2156398104265403,0.2156398104265403,0.1848341232227488,0.2109004739336493,0.17298578199052134
248,A. Romagnoli,63.0,69.0,60.0,75.0,84.0,351.0,0.1794871794871795,0.19658119658119658,0.17094017094017094,0.21367521367521367,0.23931623931623933
249,T. Partey,73.0,76.0,72.0,87.0,76.0,384.0,0.19010416666666666,0.19791666666666666,0.1875,0.2265625,0.19791666666666666
250,Fred,77.0,79.0,84.0,87.0,73.0,400.0,0.1925,0.1975,0.21,0.2175,0.1825
251,J. Vardy,89.0,91.0,75.0,86.0,92.0,433.0,0.20554272517321015,0.21016166281755197,0.17321016166281755,0.19861431870669746,0.21247113163972287
252,A. Belotti,78.0,79.0,79.0,83.0,83.0,402.0,0.19402985074626866,0.19651741293532338,0.19651741293532338,0.2064676616915423,0.2064676616915423
253,E. Forsberg,76.0,70.0,81.0,74.0,62.0,363.0,0.209366391184573,0.1928374655647383,0.2231404958677686,0.20385674931129477,0.17079889807162535
254,J. Lingard,84.0,82.0,86.0,87.0,73.0,412.0,0.20388349514563106,0.19902912621359223,0.2087378640776699,0.2111650485436893,0.17718446601941748
255,F. Vázquez,58.0,62.0,69.0,61.0,78.0,328.0,0.17682926829268292,0.18902439024390244,0.21036585365853658,0.18597560975609756,0.23780487804878048
256,E. Višća,90.0,89.0,93.0,84.0,47.0,403.0,0.22332506203473945,0.22084367245657568,0.23076923076923078,0.20843672456575682,0.11662531017369727
257,A. Rüdiger,67.0,78.0,59.0,60.0,88.0,352.0,0.1903409090909091,0.2215909090909091,0.16761363636363635,0.17045454545454544,0.25
258,A. Florenzi,86.0,84.0,87.0,90.0,79.0,426.0,0.20187793427230047,0.19718309859154928,0.20422535211267606,0.2112676056338028,0.18544600938967137
259,H. Maguire,39.0,53.0,52.0,68.0,84.0,296.0,0.13175675675675674,0.17905405405405406,0.17567567567567569,0.22972972972972974,0.28378378378378377
260,T. Meunier,74.0,81.0,63.0,92.0,73.0,383.0,0.19321148825065274,0.21148825065274152,0.16449086161879894,0.2402088772845953,0.1906005221932115
261,S. Sané,62.0,62.0,60.0,69.0,84.0,337.0,0.18397626112759644,0.18397626112759644,0.17804154302670624,0.20474777448071216,0.24925816023738873
262,G. Kondogbia,69.0,76.0,76.0,85.0,86.0,392.0,0.1760204081632653,0.19387755102040816,0.19387755102040816,0.21683673469387754,0.2193877551020408
263,Rafinha,71.0,70.0,80.0,67.0,44.0,332.0,0.21385542168674698,0.21084337349397592,0.24096385542168675,0.20180722891566266,0.13253012048192772
264,Gabriel Paulista,71.0,74.0,69.0,72.0,82.0,368.0,0.19293478260869565,0.20108695652173914,0.1875,0.1956521739130435,0.22282608695652173
265,Morata,76.0,86.0,66.0,68.0,56.0,352.0,0.2159090909090909,0.24431818181818182,0.1875,0.19318181818181818,0.1590909090909091
266,J. Cillessen,54.0,50.0,48.0,40.0,25.0,217.0,0.2488479262672811,0.2304147465437788,0.22119815668202766,0.18433179723502305,0.1152073732718894
267,W. Ben Yedder,87.0,83.0,91.0,69.0,55.0,385.0,0.22597402597402597,0.21558441558441557,0.23636363636363636,0.17922077922077922,0.14285714285714285
268,C. Bakambu,88.0,88.0,80.0,79.0,72.0,407.0,0.21621621621621623,0.21621621621621623,0.19656019656019655,0.1941031941031941,0.1769041769041769
269,Pablo Sarabia,75.0,76.0,80.0,72.0,46.0,349.0,0.2148997134670487,0.2177650429799427,0.22922636103151864,0.20630372492836677,0.1318051575931232
270,W. Zaha,89.0,92.0,88.0,76.0,73.0,418.0,0.21291866028708134,0.22009569377990432,0.21052631578947367,0.18181818181818182,0.17464114832535885
271,Luis Alberto,77.0,72.0,79.0,73.0,29.0,330.0,0.23333333333333334,0.21818181818181817,0.23939393939393938,0.22121212121212122,0.08787878787878788
272,Jonathan Viera,86.0,76.0,89.0,79.0,56.0,386.0,0.22279792746113988,0.19689119170984457,0.23056994818652848,0.20466321243523317,0.14507772020725387
273,Bartra,75.0,72.0,72.0,67.0,80.0,366.0,0.20491803278688525,0.19672131147540983,0.19672131147540983,0.1830601092896175,0.2185792349726776
274,S. Coates,46.0,64.0,32.0,81.0,83.0,306.0,0.1503267973856209,0.20915032679738563,0.10457516339869281,0.2647058823529412,0.27124183006535946
275,Willian José,62.0,65.0,65.0,73.0,65.0,330.0,0.18787878787878787,0.19696969696969696,0.19696969696969696,0.22121212121212122,0.19696969696969696
276,Mário Fernandes,79.0,85.0,79.0,87.0,77.0,407.0,0.1941031941031941,0.20884520884520885,0.1941031941031941,0.21375921375921375,0.1891891891891892
277,Víctor Ruiz,55.0,59.0,56.0,72.0,82.0,324.0,0.1697530864197531,0.18209876543209877,0.1728395061728395,0.2222222222222222,0.25308641975308643
278,T. Delaney,76.0,78.0,73.0,90.0,84.0,401.0,0.18952618453865336,0.19451371571072318,0.18204488778054864,0.22443890274314215,0.20947630922693267
279,K. Casteels,44.0,46.0,50.0,44.0,33.0,217.0,0.20276497695852536,0.2119815668202765,0.2304147465437788,0.20276497695852536,0.15207373271889402
280,M. Götze,74.0,64.0,86.0,73.0,58.0,355.0,0.2084507042253521,0.18028169014084508,0.24225352112676057,0.2056338028169014,0.16338028169014085
281,S. Mustafi,58.0,65.0,63.0,68.0,82.0,336.0,0.17261904761904762,0.19345238095238096,0.1875,0.20238095238095238,0.24404761904761904
282,J. Pastore,69.0,69.0,79.0,62.0,65.0,344.0,0.2005813953488372,0.2005813953488372,0.22965116279069767,0.18023255813953487,0.18895348837209303
283,Pedro,79.0,74.0,82.0,70.0,56.0,361.0,0.2188365650969529,0.20498614958448755,0.22714681440443213,0.19390581717451524,0.15512465373961218
284,G. Bonaventura,75.0,77.0,77.0,84.0,68.0,381.0,0.1968503937007874,0.2020997375328084,0.2020997375328084,0.2204724409448819,0.1784776902887139
285,R. Bürki,44.0,54.0,49.0,36.0,35.0,218.0,0.2018348623853211,0.24770642201834864,0.22477064220183487,0.1651376146788991,0.16055045871559634
286,Taison,93.0,91.0,90.0,79.0,56.0,409.0,0.2273838630806846,0.22249388753056235,0.2200488997555012,0.19315403422982885,0.13691931540342298
287,S. Nzonzi,44.0,55.0,36.0,86.0,87.0,308.0,0.14285714285714285,0.17857142857142858,0.11688311688311688,0.2792207792207792,0.2824675324675325
288,Marlos,85.0,82.0,92.0,78.0,58.0,395.0,0.21518987341772153,0.20759493670886076,0.23291139240506328,0.19746835443037974,0.1468354430379747
289,A. Ramsey,64.0,69.0,73.0,89.0,73.0,368.0,0.17391304347826086,0.1875,0.1983695652173913,0.2418478260869565,0.1983695652173913
290,K. Trippier,76.0,75.0,74.0,88.0,70.0,383.0,0.19843342036553524,0.195822454308094,0.19321148825065274,0.2297650130548303,0.18276762402088773
291,A. Kolarov,73.0,70.0,63.0,84.0,85.0,375.0,0.19466666666666665,0.18666666666666668,0.168,0.224,0.22666666666666666
292,G. Sigurðsson,58.0,55.0,68.0,86.0,57.0,324.0,0.17901234567901234,0.1697530864197531,0.20987654320987653,0.2654320987654321,0.17592592592592593
293,S. Giovinco,88.0,80.0,94.0,77.0,75.0,414.0,0.21256038647342995,0.1932367149758454,0.22705314009661837,0.1859903381642512,0.18115942028985507
294,M. Arnautović,79.0,83.0,70.0,78.0,84.0,394.0,0.20050761421319796,0.21065989847715735,0.17766497461928935,0.19796954314720813,0.2131979695431472
295,N. Gaitán,84.0,79.0,87.0,69.0,57.0,376.0,0.22340425531914893,0.21010638297872342,0.23138297872340424,0.18351063829787234,0.15159574468085107
296,J. Henderson,67.0,66.0,70.0,91.0,77.0,371.0,0.18059299191374664,0.1778975741239892,0.18867924528301888,0.24528301886792453,0.20754716981132076
297,M. Kruse,69.0,67.0,74.0,71.0,63.0,344.0,0.2005813953488372,0.19476744186046513,0.21511627906976744,0.2063953488372093,0.18313953488372092
298,M. Parolo,68.0,69.0,67.0,88.0,80.0,372.0,0.1827956989247312,0.18548387096774194,0.18010752688172044,0.23655913978494625,0.21505376344086022
299,L. Fejsa,52.0,55.0,57.0,90.0,91.0,345.0,0.15072463768115943,0.15942028985507245,0.16521739130434782,0.2608695652173913,0.263768115942029
300,A. Rami,52.0,67.0,54.0,84.0,83.0,340.0,0.15294117647058825,0.19705882352941176,0.1588235294117647,0.24705882352941178,0.24411764705882352
301,V. Ćorluka,49.0,65.0,57.0,80.0,81.0,332.0,0.14759036144578314,0.19578313253012047,0.1716867469879518,0.24096385542168675,0.24397590361445784
302,G. Wijnaldum,77.0,76.0,80.0,85.0,64.0,382.0,0.20157068062827224,0.19895287958115182,0.2094240837696335,0.22251308900523561,0.16753926701570682
303,F. Fazio,36.0,43.0,29.0,74.0,84.0,266.0,0.13533834586466165,0.16165413533834586,0.10902255639097744,0.2781954887218045,0.3157894736842105
304,O. Giroud,43.0,50.0,57.0,62.0,76.0,288.0,0.14930555555555555,0.1736111111111111,0.19791666666666666,0.2152777777777778,0.2638888888888889
305,Marcano,67.0,69.0,58.0,78.0,82.0,354.0,0.18926553672316385,0.19491525423728814,0.1638418079096045,0.22033898305084745,0.23163841807909605
306,A. Guardado,74.0,73.0,81.0,84.0,72.0,384.0,0.19270833333333334,0.19010416666666666,0.2109375,0.21875,0.1875
307,E. Garay,34.0,36.0,54.0,62.0,77.0,263.0,0.12927756653992395,0.13688212927756654,0.20532319391634982,0.23574144486692014,0.29277566539923955
308,Jardel,50.0,63.0,35.0,68.0,83.0,299.0,0.16722408026755853,0.21070234113712374,0.11705685618729098,0.22742474916387959,0.27759197324414714
309,S. Sirigu,50.0,51.0,52.0,34.0,34.0,221.0,0.22624434389140272,0.23076923076923078,0.23529411764705882,0.15384615384615385,0.15384615384615385
310,E. Viviano,30.0,33.0,35.0,29.0,18.0,145.0,0.20689655172413793,0.22758620689655173,0.2413793103448276,0.2,0.12413793103448276
311,L. Koscielny,64.0,66.0,65.0,62.0,86.0,343.0,0.18658892128279883,0.1924198250728863,0.18950437317784258,0.18075801749271136,0.25072886297376096
312,A. Consigli,48.0,34.0,57.0,31.0,11.0,181.0,0.26519337016574585,0.1878453038674033,0.3149171270718232,0.1712707182320442,0.06077348066298342
313,L. Biglia,65.0,65.0,76.0,75.0,83.0,364.0,0.17857142857142858,0.17857142857142858,0.2087912087912088,0.20604395604395603,0.22802197802197802
314,Dani Alves,77.0,79.0,84.0,74.0,78.0,392.0,0.19642857142857142,0.20153061224489796,0.21428571428571427,0.18877551020408162,0.1989795918367347
315,David Villa,72.0,67.0,71.0,70.0,67.0,347.0,0.207492795389049,0.1930835734870317,0.20461095100864554,0.2017291066282421,0.1930835734870317
316,Aduriz,64.0,66.0,50.0,60.0,82.0,322.0,0.19875776397515527,0.20496894409937888,0.15527950310559005,0.18633540372670807,0.2546583850931677
